previous_operator_utterance,current_utterance
オペレーター: ええ。,カスタマー: あのー、なんか長崎、教会いっぱいー、宗教の関係でい、い、いちいろんな教会があると聞いたのでー。
オペレーター: ええ、ええ。,カスタマー: あのー。スーッ。まあ、あの、あんまりそんな有名、どころじゃないやっぱり小さな教会～を回ったりー。
オペレーター: ええ。,カスタマー: あとなんか、トルコライスが有名だ、っていうのでー、それをー、お昼に、あの組みー込んだー、旅行がしたいな、と思ってます。
オペレーター: それではまずは教会の方から調べてみましょうか。,カスタマー: はい。
オペレーター: ま、一つ、おそらく有名なのがー、カトリック浦上教会…、だと思うんですけれど、こちらー、もうお客様既にー、ご訪問なさってる。スーッ。そうですよねー。でしたら、今回はここは、行かなくてもー…、大丈夫です<>…ね。,カスタマー: あーそうですねー、はい。
オペレーター: ま、一つ、おそらく有名なのがー、カトリック浦上教会…、だと思うんですけれど、こちらー、もうお客様既にー、ご訪問なさってる。スーッ。そうですよねー。でしたら、今回はここは、行かなくてもー…、大丈夫です<>…ね。,カスタマー: そうですそうです。はい。
オペレーター: ま、一つ、おそらく有名なのがー、カトリック浦上教会…、だと思うんですけれど、こちらー、もうお客様既にー、ご訪問なさってる。スーッ。そうですよねー。でしたら、今回はここは、行かなくてもー…、大丈夫です<>…ね。,カスタマー: はい、行かないで、はい、はい。
オペレーター: あっ、ええ。,カスタマー: 出来ればー、やっぱりー、古く、古くてー、あのー、お客様、<>。
オペレーター: そうですよねー。,カスタマー: ん、ねえ。な、なんか、戦…、災を潜り抜けたようなひび、そのやっぱりひなびたような、小っちゃくても良いんですけどー。
オペレーター: そういった、もの、に近いような…、あの教会でございますよね。,カスタマー: あっそうですねー。はい。
オペレーター: そういった、もの、に近いような…、あの教会でございますよね。,カスタマー: 近いような、そうです。はい。はい。はい。
オペレーター: あのー…、残ったのは側壁～、と塔だけになってしまった、みたいなんですけれども、ただあの、礎とかはですね、あの当時の物を残したまま。その上に再建されたのが、本日の、この、カトリック中町教会、な、そうなんですね。,カスタマー: あっ、そういうのが良いです。なんか、一部だけ残っててて、っていうのはー、更にーなんかードラマーを感じるのでー。
オペレーター: ああー。そうですよねー。,カスタマー: すごく良いですね。ええ、ええ。
オペレーター: しかもですねー、キリストの生涯を描いたステンドグラスとかも、美しくて…。,カスタマー: あっ、ステンドグラス良いですね。やっぱりそういうの見たいですー。
オペレーター: そういったものもございますので、こちらお客様、どうでしょうか。カトリック中町教会。,カスタマー: あっ、ちょっ、あっ、いっ、良いですねー。あのー。是非、候補に入れたい。はーい。
オペレーター: ではー、どうでしょう。お客様、まだまだ教会巡りを、してみますか。,カスタマー: そうですね、はい。
オペレーター: 今のような感じの所が、まあ古い、所が良いか、あるいは今度は、まあ、新しくても、ものすごく大きいところが良いとかー、なにか、そういったご希望ございますか。やはり今のような。古めかしい感じのところ…。,カスタマー: そうですねー。あのー、古いー所。で、なんかこう戦…、災でー、い、い、いち、一部残っているとかー、なんか、焼け焦げ…、たけども、んぐ、んまあ、そこだけ残ってるとか、あと、なんか、ステンドグラス、がー…、あるとかー、そういうのー、良いですね。
